hh_id,name,link,sal_min,sal_max,valuta
46672654,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672654?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672656,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672656?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672659,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672659?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672672,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672672?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672677,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672677?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672683,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672683?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672687,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672687?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672693,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672693?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672704,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672704?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672710,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672710?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672715,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672715?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672722,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672722?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672725,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672725?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46672741,Продавец-стилист в мужской бутик одежды (luxury),https://spb.hh.ru/vacancy/46672741?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,грн.
46832953,Хостес (party-gerl),https://spb.hh.ru/vacancy/46832953?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47117841,Продавец-консультант магазина свадебных платьев,https://spb.hh.ru/vacancy/47117841?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,35000,50000,руб.
47218306,Продавец-консультант/Стилист-консультант,https://spb.hh.ru/vacancy/47218306?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
40827217,Специалист по размещению объявлений (фотограф),https://spb.hh.ru/vacancy/40827217?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47285372,Модельщик выплавляемых моделей,https://spb.hh.ru/vacancy/47285372?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,18100,27000,руб.
47307721,Начинающий специалист (удаленно),https://spb.hh.ru/vacancy/47307721?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46584191,Продавец-консультант в свадебный салон,https://spb.hh.ru/vacancy/46584191?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,50000,70000,руб.
46166525,Продавец-консультант в магазин детской обуви Котофей (ТЦ Галерея),https://spb.hh.ru/vacancy/46166525?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47035825,Дизайнер одежды,https://spb.hh.ru/vacancy/47035825?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47243924,Продавец-консультант в магазин одежды премиум класса,https://spb.hh.ru/vacancy/47243924?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,30000,50000,руб.
46896721,Конструктор женской одежды,https://spb.hh.ru/vacancy/46896721?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47306394,Администратор студии красоты,https://spb.hh.ru/vacancy/47306394?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,30000,40000,руб.
46652717,"Продавец-консультант в бутик Italian sunrise (р-он ТЦ ""Галерея"")",https://spb.hh.ru/vacancy/46652717?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,40000,70000,руб.
47327808,Дизайнер женской одежды,https://spb.hh.ru/vacancy/47327808?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,80000,90000,руб.
47252765,Модернист,https://spb.hh.ru/vacancy/47252765?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,30000,80000,руб.
46872518,Продавец-консультант в бутик женской одежды,https://spb.hh.ru/vacancy/46872518?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,26000,42000,руб.
46619369,Администратор в школу маникюра,https://spb.hh.ru/vacancy/46619369?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,50000,50000,руб.
47263003,Администратор салона красоты,https://spb.hh.ru/vacancy/47263003?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,45000,60000,руб.
47315775,Ретушер,https://spb.hh.ru/vacancy/47315775?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,25000,50000,руб.
46970758,Администратор-кассир детской игровой площадки LEGO Город,https://spb.hh.ru/vacancy/46970758?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
38700487,Дизайнер одежды,https://spb.hh.ru/vacancy/38700487?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46906983,Дизайнер женской одежды в бренд SELFMADE,https://spb.hh.ru/vacancy/46906983?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46760916,Бизнес ассистент руководителя,https://spb.hh.ru/vacancy/46760916?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,30000,50000,руб.
47291866,Промоутер,https://spb.hh.ru/vacancy/47291866?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47277255,Контент продюсер,https://spb.hh.ru/vacancy/47277255?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47178540,Контент-менеджер в Мебель на заказ,https://spb.hh.ru/vacancy/47178540?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,25000,40000,руб.
47140428,Продавец-консультант в магазин детской обуви Котофей в ТЦ Золотой Вавилон,https://spb.hh.ru/vacancy/47140428?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46752359,Менеджер интернет-магазина верхней женской одежды (Москва),https://spb.hh.ru/vacancy/46752359?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,50000,90000,руб.
44847830,Дизайнер (одежда),https://spb.hh.ru/vacancy/44847830?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47305660,SMM-менеджер,https://spb.hh.ru/vacancy/47305660?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47291858,Промоутер,https://spb.hh.ru/vacancy/47291858?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
41014304,Напайщик восковых моделей,https://spb.hh.ru/vacancy/41014304?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46620219,Администратор салона красоты,https://spb.hh.ru/vacancy/46620219?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,40000,50000,руб.
47291852,Промоутер,https://spb.hh.ru/vacancy/47291852?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47247471,Управляющий в бутик женской одежды (ул.Рубинштейна),https://spb.hh.ru/vacancy/47247471?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47258377,Администратор салона красоты,https://spb.hh.ru/vacancy/47258377?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,25000,30000,руб.
46517058,Дизайнер одежды (для новорожденных),https://spb.hh.ru/vacancy/46517058?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
44980516,Дизайнер одежды (Калуга),https://spb.hh.ru/vacancy/44980516?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47285420,Модельер-дизайнер,https://spb.hh.ru/vacancy/47285420?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46605183,Портной в ателье женской одежды,https://spb.hh.ru/vacancy/46605183?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,55000,70000,руб.
46922385,Менеджер ювелирного бренда,https://spb.hh.ru/vacancy/46922385?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,38000,46000,руб.
47291861,Промоутер,https://spb.hh.ru/vacancy/47291861?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47048326,Продавец-консультант в магазин женской одежды в ТЦ МЕГА Белая Дача,https://spb.hh.ru/vacancy/47048326?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47138337,Junior Media Buyer,https://spb.hh.ru/vacancy/47138337?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47081077,Ювелир модельер,https://spb.hh.ru/vacancy/47081077?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46517058,Дизайнер одежды (для новорожденных),https://spb.hh.ru/vacancy/46517058?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46587020,"3D-художник (3d artist / моделер), удаленно",https://spb.hh.ru/vacancy/46587020?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,45000,90000,руб.
46760916,Бизнес ассистент руководителя,https://spb.hh.ru/vacancy/46760916?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,30000,50000,руб.
47244256,Продавец-консультант в магазин ARNY PRAHT,https://spb.hh.ru/vacancy/47244256?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46874662,Менеджер отдела планирования,https://spb.hh.ru/vacancy/46874662?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
45354705,Продавец-консультант одежды (“ALBIONE&MEZZATORRE”),https://spb.hh.ru/vacancy/45354705?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46898305,Консультант\Старший консультант (Финансовое моделирование),https://spb.hh.ru/vacancy/46898305?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47017453,Продавец-консультант в Салон-галерею авторских украшений/на корнер в ТЦ Охотный ряд,https://spb.hh.ru/vacancy/47017453?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,79000,130000,руб.
47285144,Продакт-менеджер в бренде одежды для балета и спорта,https://spb.hh.ru/vacancy/47285144?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46872518,Продавец-консультант в бутик женской одежды,https://spb.hh.ru/vacancy/46872518?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,26000,42000,руб.
47243025,Генеральный Амбассадор международного фитнес бренда,https://spb.hh.ru/vacancy/47243025?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,100000,1000000,KZT
46686007,Фотограф/SMM-менеджер,https://spb.hh.ru/vacancy/46686007?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,30000,50000,руб.
46930538,"Преподаватель курса ""BIM-моделирование""",https://spb.hh.ru/vacancy/46930538?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46166525,Продавец-консультант в магазин детской обуви Котофей (ТЦ Галерея),https://spb.hh.ru/vacancy/46166525?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47109909,Товарный аналитик - женская одежда,https://spb.hh.ru/vacancy/47109909?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46574855,Продакт-менеджер в бренд одежды,https://spb.hh.ru/vacancy/46574855?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46058677,Продавец-консультант одежды,https://spb.hh.ru/vacancy/46058677?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,600,700,AZN
45354705,Продавец-консультант одежды (“ALBIONE&MEZZATORRE”),https://spb.hh.ru/vacancy/45354705?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
45409975,Ювелир-модельер,https://spb.hh.ru/vacancy/45409975?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47319006,Менеджер по туризму,https://spb.hh.ru/vacancy/47319006?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,200000,руб.
47307473,Аккаунт-менеджер (удаленно),https://spb.hh.ru/vacancy/47307473?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,30000,60000,руб.
45125630,Модератор отзывов / Контент-менеджер,https://spb.hh.ru/vacancy/45125630?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,40000,50000,руб.
46559093,Бизнес-трекер,https://spb.hh.ru/vacancy/46559093?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47131815,Специалист по первичной обработке фото-видео материалов,https://spb.hh.ru/vacancy/47131815?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47128675,Графический дизайнер,https://spb.hh.ru/vacancy/47128675?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,40000,55000,руб.
47306274,SMM / СММ-менеджер в клинику косметологии,https://spb.hh.ru/vacancy/47306274?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47318824,Контент-менеджер / Помощник маркетолога,https://spb.hh.ru/vacancy/47318824?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,10000,35000,руб.
46609116,Преподаватель - Мастер актерского - ораторского мастерства,https://spb.hh.ru/vacancy/46609116?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,100000,350000,KZT
47020431,Технолог-швея одежды,https://spb.hh.ru/vacancy/47020431?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,60000,70000,руб.
46700258,Дизайнер по шторам,https://spb.hh.ru/vacancy/46700258?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,20000,50000,руб.
47280810,Продавец-консультант,https://spb.hh.ru/vacancy/47280810?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,7500,30000,руб.
47022897,Преподаватель модельного агентства,https://spb.hh.ru/vacancy/47022897?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
47268690,Администратор в Институт красоты,https://spb.hh.ru/vacancy/47268690?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,25000,27000,руб.
47138771,Промоутер-консультант,https://spb.hh.ru/vacancy/47138771?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
46905791,Продавец-консультант в магазин одежды,https://spb.hh.ru/vacancy/46905791?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,43500,65000,руб.
43355060,Запрессовщик модельных блоков,https://spb.hh.ru/vacancy/43355060?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
43885885,Дизайнер мужской одежды ТМ FUNDAY (Дизайнер),https://spb.hh.ru/vacancy/43885885?from=vacancy_search_list&query=%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,,,
